,maxtempC,mintempC,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,humidity,pressure,tempC,visibility,winddirDegree,windspeedKmph
1325,38.0,28.0,22.791666666666668,38.625,38.625,33.333333333333336,11.25,55.291666666666664,999.2083333333334,32.5,10.0,258.0833333333333,8.5
1326,35.0,29.0,23.958333333333332,37.583333333333336,37.583333333333336,31.791666666666668,8.541666666666666,63.958333333333336,999.5,31.083333333333332,9.875,122.83333333333333,6.291666666666667
1327,35.0,28.0,24.083333333333332,36.083333333333336,36.083333333333336,30.666666666666668,10.875,68.91666666666667,1000.0833333333334,29.916666666666668,10.0,127.29166666666667,8.541666666666666
1328,32.0,27.0,23.166666666666668,33.291666666666664,33.291666666666664,29.208333333333332,6.666666666666667,70.54166666666667,1000.375,28.5,10.0,167.08333333333334,5.208333333333333
1329,32.0,26.0,24.125,34.0,34.0,29.208333333333332,9.375,74.41666666666667,1001.3333333333334,28.541666666666668,9.875,122.5,7.583333333333333
1330,32.0,26.0,25.0,35.125,35.125,29.416666666666668,7.166666666666667,77.58333333333333,1001.7083333333334,28.458333333333332,8.875,163.16666666666666,5.041666666666667
1331,32.0,25.0,24.666666666666668,34.666666666666664,34.666666666666664,29.333333333333332,14.458333333333334,76.5,1001.375,28.708333333333332,8.958333333333334,269.0416666666667,10.125
1332,33.0,26.0,24.458333333333332,34.5,34.5,29.333333333333332,7.791666666666667,75.83333333333333,1002.125,28.5,9.416666666666666,175.33333333333334,5.625
1333,33.0,26.0,24.125,34.75,34.75,29.791666666666668,6.625,72.33333333333333,1001.2083333333334,28.958333333333332,10.0,92.625,5.083333333333333
1334,32.0,26.0,25.166666666666668,35.625,35.625,29.75,11.833333333333334,76.75,999.6666666666666,28.875,9.5,97.20833333333333,8.125
1335,35.0,26.0,24.958333333333332,37.291666666666664,37.291666666666664,30.833333333333332,9.833333333333334,72.20833333333333,1001.3333333333334,29.875,9.625,87.125,7.416666666666667
1336,35.0,27.0,24.791666666666668,37.625,37.625,31.291666666666668,11.375,70.5,1002.4583333333334,30.25,10.0,90.20833333333333,8.833333333333334
1337,34.0,27.0,25.291666666666668,38.041666666666664,38.041666666666664,31.25,9.166666666666666,70.95833333333333,1002.0833333333334,30.208333333333332,9.875,120.58333333333333,6.958333333333333
1338,36.0,26.0,23.291666666666668,37.291666666666664,37.291666666666664,32.083333333333336,6.583333333333333,61.25,1001.0,30.916666666666668,10.0,120.75,4.75
1339,38.0,28.0,22.791666666666668,38.75,38.75,33.458333333333336,5.458333333333333,55.083333333333336,1000.2083333333334,32.458333333333336,10.0,153.41666666666666,3.9166666666666665
1340,37.0,28.0,23.916666666666668,38.291666666666664,38.291666666666664,32.5,7.833333333333333,62.666666666666664,1001.1666666666666,31.416666666666668,10.0,157.875,5.708333333333333
1341,34.0,26.0,23.833333333333332,36.75,36.75,31.291666666666668,8.916666666666666,66.125,1000.875,30.125,10.0,115.33333333333333,6.666666666666667
